"Data Source","World Development Indicators",

"Last Updated Date","2019-12-20",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019",
"Micronesia, Fed. Sts.","FSM","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"Gabon","GAB","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.3","","","","","","","8.3","8.3","8.3","9.2","9.2","9.2","9.2","9.2","9.2","12.5","16.7","16.7","14.7","14.7","14.2","15.8","15.8","15","14.2","14.2","17.1","17.1","17.91",
"United Kingdom","GBR","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.3","","","","","","","18.2","18.2","18.4","18.4","17.9","17.9","17.9","18.1","19.7","19.7","19.5","19.5","19.5","22","22.3","22.5","22.5","22.6","29.4","29.6","32","32.2","32",
"Georgia","GEO","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.9","6.9","","7.2","7.2","7.2","7.2","9.4","9.4","9.4","9.4","6","5.1","6.5","6.6","12","12","12","11.3","","16","16","14.77",
"Ghana","GHA","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9","9","9","","9","9","9","10.9","10.9","10.9","10.9","7.9","8.3","8.3","8.3","","10.9","10.9","10.9","10.9","12.7","12.7","13.09",
"Gibraltar","GIB","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7","8.8","8.8","8.8","8.8","","19.3","19.3","19.3","19.3","19.3","","","","","","","21.9","21.9","21.9","21.9","21.9","22.81",
"Gambia, The","GMB","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.8","","","","","","","2","2","2","2","2","5.7","13.2","13.2","13.2","13.2","9.4","9.4","7.5","7.5","7.5","7.5","7.5","9.4","9.4","9.4","10.3","10.3","10.34",
"Guinea-Bissau","GNB","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20","","","","","","","10","10","","7.8","7.8","7.8","","14","14","14","14","10","10","10","10","14","14","13.7","13.7","13.7","13.7","13.7","13.73",
"Equatorial Guinea","GNQ","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.3","","","","","","","8.8","8.8","5","5","5","5","5","18","18","18","18","6","10","10","10","10","12.1","24","24","24","24","20","21",
"Greece","GRC","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.7","","","","","","","6.3","6.3","6.3","8.7","8.7","8.7","8.7","14","13","13","14.7","14.7","17.3","17.3","18.7","21","21","21","19.7","19.7","18.3","18.7","20.67",
"Grenada","GRD","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20","20","","26.7","26.7","26.7","26.7","26.7","26.7","26.7","26.7","13.3","13.3","13.3","13.3","13.3","33.3","33.3","33.3","33.3","33.3","46.7","46.67",
"Greenland","GRL","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7","","","","","","","12.5","12.5","7.1","8.8","8.8","8.8","8.2","8.2","8.2","8.2","12","12","12","12","13.3","13.3","13.3","13.3","13.9","13.9","12.7","12.7","19.38",
"Guam","GUM","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36.9","","","","","","","","","18.5","18.5","18.3","20","20","30.8","30.8","29","29","30","30","30","31.3","31.3","31.3","31.3","30.4","30.4","31.9","31.9","31.88",
"High income","HIC","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.2172923076923","","","","","","","16.1553989658319","16.2748276561233","17.3068186550073","","18.1467352508923","18.8212456892047","19.3062939916352","19.8581746353323","20.4098832607835","20.9262711027742","21.8096409247418","21.9748820290995","22.5120220190701","22.6057673413244","23.1995572609209","23.7535791543756","25.074177712322","25.8077015523285","26.4352066280695","26.3942874203822","27.521931309109","27.8742685449709","29.0471386372588",
"Hong Kong SAR, China","HKG","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Honduras","HND","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.2","","","","","","","","9.4","9.4","9.4","9.4","5.5","5.5","5.5","23.4","23.4","23.4","23.4","18","18","19.5","19.5","19.5","25.8","25.8","25.8","25.8","21.1","21.09",
"Heavily indebted poor countries (HIPC)","HPC","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.93826681870011","9.34073590246027","9.11633782483157","","11.9151053159478","13.5170812238609","13.5259223488507","14.0612952575217","16.8961817900757","17.1080929243851","17.6377903422983","17.5948358998289","17.7197632058288","18.3232624113475","20.3621315544524","21.4993286542569","21.7969413511507","22.0848109113453","23.8529498525074","23.5775759296054","24.323535988819","24.2100808700502","24.0637494446912",
"Croatia","HRV","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.9","7.9","7.9","20.5","20.5","20.5","","21.7","21.7","21.7","20.9","20.9","23.5","23.5","23.8","23.8","23.8","23.8","15.2","12.6","18.5","18.5","20.53",
"Haiti","HTI","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.6","3.6","3.6","","3.6","3.6","3.6","3.6","3.6","2","4.1","4.1","4.1","11.1","4.2","4.2","4.2","4.2","4.2","0","2.5","2.5","2.54",
"Hungary","HUN","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.7","","","","","","","11.4","8.3","8.3","8.3","8.3","9.1","9.8","9.1","9.1","10.4","11.1","11.1","11.1","9.1","8.8","8.8","8.8","10.1","10.1","10.1","10.1","12.6","12.56",
"IBRD only","IBD","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.1592954240858","","","","","","","9.3330576419951","12.6953161263099","12.6382172743574","12.7511226007508","13.1172678690715","14.4760235145916","13.9721264936951","14.9035133919969","14.4664693550376","15.1692265227259","15.926648135839","16.3753313875714","17.3225058562076","17.693066063025","18.0152797224082","19.293380206161","20.1523335407592","21.0750298760928","21.302906569993","21.8007557749741","22.3673463195582","22.8353641667168","23.6359595720787",
"IDA & IBRD total","IBT","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.1367088607595","","","","","","","8.70656423121146","10.9398752485988","11.0241880803813","11.4352677529296","11.9849991286162","13.2141865878772","13.0366070689512","13.8300583310186","14.5094700686948","15.008943394809","15.9135336366713","16.5007172054998","17.2467370266224","17.4152623959464","18.1869782671272","19.2863074204947","20.06547043444","20.4176363702438","21.1147879666546","21.3817079121645","21.9167422851799","22.144144175518","22.5711786899563",
"IDA total","IDA","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.6875772134523","7.78230234029095","","","","10.9741085849174","11.4647476428175","12.0949439368771","14.5773355391203","14.7557364341085","15.8919255276782","16.6977828746177","17.1292155766723","16.9851701558609","18.4351517817862","19.2760006946253","19.9476837397688","19.5180065415734","20.8655431027218","20.8219653179191","21.3176214297241","21.1933735936466","21.032221937468",
"IDA blend","IDB","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.0464529689963","10.7843610366399","11.5760095011877","12.4331908831909","12.6540886699507","13.3385921118323","13.654172696575","14.0170454545455","13.6706717123936","14.0225592417062","14.6542749173359","18.8240350877193","18.7169171318162","18.5729672200937","18.7429118773946","19.1835029686175","19.1781090289608","19.1521906779661",
"Indonesia","IDN","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.4","","","","","","","11.4","11.4","","8","8","8","8","11.3","11.3","11.3","11.6","11.6","17.9","18","18.2","18.6","18.6","16.9","17.1","17.1","19.8","19.8","17.39",
"IDA only","IDX","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.10901213171577","8.08560747663551","7.96448630136986","9.633032873807","","11.2613407094045","11.6894348531799","12.2400690846287","15.1300367197062","15.2703739445115","16.5279567218008","17.4497080204982","17.8915564834145","17.7878794821858","19.4411561318206","20.3168723404255","20.215358896667","19.7188610184089","21.4313406177768","21.3135796255285","21.8190414507772","21.6791889117043","21.5069569869463",
"Isle of Man","IMN","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.75092630712227","","","","","","","3.53378684807256","3.96341463414634","3.6199460916442","3.89556135770235","4.25410928476233","5.08583055863855","5.81795058139535","5.83741120757695","6.35540780141844","8.38098360655738","8.49374255065554","8.47923627684964","8.41144219308701","9.01106593087424","8.93842010771993","","","","","","","","",
"India","IND","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5","","","","","","","7.2","8.1","8.4","9","8.8","8.8","8.8","8.3","8.3","8.3","9.1","9.1","10.8","10.8","11","11","11","11.4","12","12","11.8","11.8","14.39",
"Not classified","INX","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.8","","","","","","","12","12","12","12","12","13.3","13.3","13.3","13.3","13.3","13.3","13.3","13.9","13.9","15.1","15.1","15.7","15.7","16.3","22.2","22.2","22.2","22.15",
"Iran, Islamic Rep.","IRN","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.5","","","","","","","4.9","4.9","4.9","3.4","3.4","4.1","4.1","4.1","4.1","4.1","4.1","2.8","2.8","2.8","2.8","3.1","3.1","3.1","3.1","5.9","5.9","5.9","5.88",
"Iraq","IRQ","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.8","","","","","","","6.4","6.4","6.4","7.6","7.6","7.6","","","","25.5","25.5","25.5","25.5","25.2","25.2","25.2","25.2","25.3","26.5","26.5","25.3","25.5","25.23",
"Iceland","ISL","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.6","","","","","","","25.4","25.4","34.9","34.9","34.9","34.9","30.2","30.2","33.3","33.3","33.3","33.3","42.9","42.9","39.7","39.7","39.7","39.7","41.3","47.6","47.6","38.1","38.1",
"Israel","ISR","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.7","","","","","","","7.5","7.5","11.7","12.5","13.3","14.2","15","15","15","14.2","14.2","14.2","18.3","19.2","20","20","22.5","22.5","26.7","26.7","27.5","27.5","23.33",
"Italy","ITA","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.9","","","","","","","11.1","11.1","11.1","11.1","9.8","9.8","11.5","11.5","11.5","17.3","17.3","21.3","21.3","21.3","21.6","21.4","31.4","31.4","31","31","31","35.7","35.71",
"Jamaica","JAM","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5","","","","","","","11.7","13.6","13.3","13.3","13.3","","11.7","11.7","11.7","11.7","13.3","13.3","13.3","13.3","12.7","12.7","12.7","12.7","12.7","17.5","17.5","17.5","17.46",
"Jordan","JOR","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","0","0","0","0","1.3","1.3","5.5","5.5","5.5","5.5","6.4","6.4","6.4","10.8","10.8","10.8","12.2","12","12","15.4","15.4","15.4","15.38",
"Japan","JPN","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.4","","","","","","","4.6","4.6","4.6","7.3","7.3","7.3","7.1","7.1","9","9.4","9.4","9.4","11.3","11.3","10.8","7.9","8.1","8.1","9.5","9.5","9.3","10.1","10.11",
"Kazakhstan","KAZ","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.4","13.4","10.8","10.4","10.4","10.4","10.4","10.4","10.4","10.4","15.9","15.9","17.8","17.8","17.8","24.3","24.3","25.2","26.2","27.1","27.1","27.1","27.1",
"Kenya","KEN","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.1","","","","","","","3","3.6","3.6","3.6","3.6","3.6","7.1","7.1","7.1","7.3","7.2","9.8","9.8","9.8","9.8","9.8","18.6","19.1","19.7","19.7","21.8","21.8","21.78",
"Kyrgyz Republic","KGZ","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.4","1.4","1.4","2.3","10","10","10","10","0","0","25.6","25.6","25.6","23.3","23.3","23.3","23.3","23.3","19.2","19.2","19.2","19.2","19.17",
"Cambodia","KHM","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.8","5.8","8.2","7.4","7.4","7.4","9.8","9.8","9.8","9.8","19.5","16.3","21.1","21.1","20.3","20.3","20.3","20.3","20.3","20.3","20.3","20","20",
"Kiribati","KIR","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","0","0","4.9","4.9","4.8","4.8","","4.8","4.8","7.1","4.3","4.3","4.3","4.3","8.7","8.7","8.7","8.7","8.7","6.5","6.5","6.5","6.52",
"St. Kitts and Nevis","KNA","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.7","","","","","","","13.3","13.3","13.3","13.3","13.3","13.3","13.3","0","0","0","6.7","6.7","6.7","6.7","6.7","6.7","6.7","6.7","13.3","13.3","13.3","13.3","13.33",
"Korea, Rep.","KOR","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","","","","","","3","3.7","3.7","5.9","5.9","5.9","5.9","13","13.4","13.4","14.4","13.7","14.7","14.7","14.7","15.7","15.7","16.3","16.3","17","17","17","16.67",
"Kuwait","KWT","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","1.5","1.5","1.5","3.1","7.7","7.7","7.7","6.2","6.2","1.5","1.5","1.5","3.1","3.1","4.62",
"Latin America & Caribbean (excluding high income)","LAC","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.3690691566968","","","","","","","13.6732533087104","16.0642230576441","14.5860614934114","15.6431654676259","14.7431113838601","16.522587150677","19.0839620081411","19.6134709397067","20.9034192672999","21.0436495176849","21.8555079067274","23.0602139037433","23.7748538011696","24.093194143167","24.1758804695838","25.7778014941302","26.1582152974504","28.7109057301294","29.205805720759","30.0057692307692","30.5442961800105","31.9350523560209","32.9143380429095",
"Lao PDR","LAO","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.3","","","","","","","","21.2","21.2","21.2","21.2","22.9","22.9","22.9","22.9","25.2","25.2","25.2","25.2","25.2","25","25","25","25","25","27.5","27.5","27.5","27.52",
"Lebanon","LBN","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","2.3","2.3","2.3","2.3","2.3","2.3","2.3","2.3","4.7","4.7","4.7","4.7","3.1","3.1","3.1","3.1","3.1","3.1","3.1","3.1","3.1","4.7","4.69",
"Liberia","LBR","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.8","7.8","7.8","7.8","5.3","12.5","12.5","12.5","12.5","12.5","12.5","9.6","11","11","11","11","11","12.3","12.3","12.33",
"Libya","LBY","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.7","7.7","7.7","7.7","7.7","7.7","","16.5","16.5","16","16","16","16","16","15.96",
"St. Lucia","LCA","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","11.8","11.8","11.1","11.1","","11.1","11.1","11.1","11.1","0","11.1","11.1","11.1","11.1","16.7","16.7","16.7","16.7","16.7","16.7","16.7","16.7","16.67",
"Latin America & Caribbean","LCN","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.9073320845598","","","","","","","13.1389613920609","15.3476111571389","14.3362643218758","15.1595987740318","14.3325196636832","16.0790101062451","18.450255164034","19.0129157562515","20.2153081028627","20.3485967857999","21.1167704839483","22.1718144872101","22.7116245831348","23.0228848484848","23.0389486260454","24.491487326638","24.8102169525732","27.5397527341893","27.9083501513623","28.7077086781745","29.2849859022556","30.6818605735603","31.6472430668842",
"Least developed countries: UN classification","LDC","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.43575819672131","8.5901332839689","8.23334022750776","9.9162946869445","","11.7377505351236","12.3926218256692","12.7571712234611","15.6926421404682","15.9166438168358","17.0079857651246","18.7703959858964","19.4060058078142","19.2638725682204","20.8288506453596","21.3984497944803","21.6041968850315","21.1018345235164","23.0443219932918","22.7911103503366","23.1773389008013","22.939969640355","22.83347208619",
"Low income","LIC","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.898930608365","10.4801023814823","9.81448163644816","11.7976185075981","12.709259645464","13.8312001821908","13.2328834355828","14.5851248843663","16.8484954864594","16.8965333333333","17.5237193213639","19.0477981356477","18.5840727386738","18.5911477013368","20.8683406443806","21.0812365204889","21.3412476315406","20.6144193894769","22.0415720395222","21.9728186968838","22.472894183602","22.3446381482567","22.6711707245954",
"Liechtenstein","LIE","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","","","","","","","4","4","4","4","12","12","12","12","24","24","24","24","24","24","24","24","20","20","20","20","12","12","12",
"Sri Lanka","LKA","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.9","","","","","","","5.3","5.3","4.9","","","4.4","4.4","4.9","4.9","4.9","5.8","5.8","5.8","5.3","5.8","5.8","5.8","5.8","4.9","5.8","5.8","5.8","5.33",
"Lower middle income","LMC","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.5098944591029","","","","","","","7.68703543647364","8.53521434820648","9.01873389175258","8.63877875850094","9.16618059450365","10.6853177907299","10.7249451620765","11.2979542428277","12.4718626155878","12.9101902497027","13.7873882820258","14.3191563514001","15.7116843345112","16.2832940912658","15.9336613955546","16.7787361519331","18.5440187022466","19.3358816837315","20.0700125327561","20.0489106409852","20.4576874738165","20.2145593468704","20.2550900360144",
"Low & middle income","LMY","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.924455183733","","","","","","","9.42378818317622","11.6556928705273","11.7631089032507","12.0595156983703","12.4205564408459","13.6159389515594","13.4815907284214","14.3621642845924","14.9981390829939","15.4903086649312","16.3789863707455","17.1246614659994","17.7470603124096","17.9025768762096","18.6074500713267","19.6897470926159","20.5705976236921","20.8833417248076","21.5639942580298","21.8498653500898","22.316447661852","22.5991190796974","23.0133645216065",
"Lesotho","LSO","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.6","3.8","3.8","3.8","3.8","","11.7","11.7","11.7","11.7","23.5","25","24.2","24.2","24.2","26.7","26.7","26.7","25","25","22.9","22.1","23.33",
"Late-demographic dividend","LTE","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.764763725758","","","","","","","","14.1598044369677","14.7432062239755","14.7611832769348","15.1127021254958","15.6910257685802","15.0667335939977","15.7746300832925","16.0267167381974","16.0501070038911","16.7430652790918","17.0792887029289","17.2146698337292","17.2486263736264","17.6592526523331","18.2834745368215","18.9057296995628","19.1304020579268","19.361890651883","19.9113519790961","20.6260501778333","21.1012378594553","22.0553320930233",
"Lithuania","LTU","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.5","17.5","17.5","10.6","10.6","10.6","10.6","22","22","24.8","22.7","17.7","19.1","19.1","19.1","24.5","24.1","24.1","23.4","21.3","21.3","21.3","21.28",
"Luxembourg","LUX","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.3","","","","","","","20","20","16.7","16.7","16.7","16.7","16.7","23.3","23.3","23.3","23.3","23.3","20","20","25","21.7","23.3","28.3","28.3","28.3","28.3","28.3","25",
"Latvia","LVA","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9","9","17","17","17","18","21","21","21","19","20","20","22","20","23","23","23","18","18","18","16","16","30",
"Macao SAR, China","MAC","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"St. Martin (French part)","MAF","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","0.6","0.6","0.6","0.6","0.6","10.8","10.8","10.8","10.8","10.8","10.5","10.5","10.5","10.5","17","17","17","17","17","20.5","20.5","20.5","20.51",
"Monaco","MCO","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.1","","","","","","","5.6","22.2","22.2","22.2","22.2","22.2","20.8","20.8","20.8","20.8","20.8","25","26.1","26.1","19","19","20.8","20.8","20.8","20.8","20.8","33.3","33.33",
"Moldova","MDA","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.8","","8.9","7.9","12.9","12.9","12.9","15.8","21.8","21.8","21.8","21.8","23.8","18.8","19.8","19.8","19.8","17.8","21.8","21.8","22.8","22.8","25.74",
"Madagascar","MDG","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.5","","","","","","","3.7","","8","8","8","","3.8","6.9","6.9","6.9","7.9","7.9","","12.5","12.5","17.5","17.5","20.5","20.5","20.5","19.2","19.2","15.89",
"Maldives","MDV","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.3","","","","","","","6.3","6.3","","6","6","6","6","6","12","12","12","12","6.5","6.5","6.5","6.5","6.5","5.9","5.9","5.9","5.9","5.9","4.6",
"Middle East & North Africa","MEA","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.8038374717833","","","","","","","4.00353398058252","3.61574294457667","4.1812521036688","4.19936560934891","4.32920147009689","5.8971019320453","5.87146739130435","6.60036255767963","6.16987447698745","8.06238845144357","8.35554685460715","8.30806577916993","8.79245867768595","10.4278446115288","10.0586466165414","13.1462991718427","15.9354265402844","16.0883051350549","16.3882457702582","17.0153100280684","16.2271013754457","16.6301296720061","16.7972063652437",
"Mexico","MEX","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12","","","","","","","14.2","17.4","18.2","16","16","16","22.6","22.6","24.2","22.6","23.2","23.2","27.6","26.2","26.2","36.8","36.8","37.4","42.4","42.4","42.6","48.2","48.2",
